Name,Location,Year,Car_Age,Price
Hyundai EON D Lite,Hyderabad,2014,11,2.6
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,8,13.77
Volkswagen Vento 1.6 Comfortline,Mumbai,2017,8,7.1
Honda Civic 2006-2010 1.8 S AT,Pune,2008,17,2.65
Tata Indica Vista Quadrajet LS,Hyderabad,2014,11,2.5
Mahindra XUV500 W8 2WD,Kochi,2013,12,7.53
Hyundai i20 1.2 Asta Option,Coimbatore,2017,8,7.98
Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,11,39.0
Maruti Ritz VXi,Chennai,2011,14,2.25
Mitsubishi Cedia Sports,Chennai,2010,15,3.85
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,10,13.5
Maruti Celerio LDi,Hyderabad,2016,9,3.5
Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,7,8.92
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,9,20.37
BMW 3 Series Luxury Line,Bangalore,2016,9,36.5
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,9,48.91
Hyundai i20 2015-2017 Asta 1.2,Pune,2016,9,7.2
Renault Duster 110PS Diesel RxL,Hyderabad,2012,13,5.99
Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,9,5.25
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,11,6.5
Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,2013,12,4.4
Hyundai Grand i10 CRDi Magna,Kolkata,2017,8,4.6
Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,12,2.95
Honda City 1.5 V MT,Kolkata,2011,14,3.26
Hyundai Santro Xing GLS,Bangalore,2008,17,2.22
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,13,10.5
Maruti Ciaz 1.3 S,Coimbatore,2017,8,8.26
Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,12,14.45
Mercedes-Benz E-Class E 220 d,Kochi,2018,7,51.43
Mercedes-Benz New C-Class 220 CDI MT,Chennai,2014,11,23.0
Skoda Yeti Ambition 4X2,Kolkata,2012,13,5.5
Hyundai Grand i10 Sportz,Delhi,2015,10,4.5
Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,7,6.8
Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,12,8.75
Renault Duster 85PS Diesel RxL Option,Mumbai,2015,10,7.0
Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,10,33.5
Ford Figo Diesel EXI,Chennai,2011,14,2.25
Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,17,4.24
Toyota Fortuner 4x4 MT,Coimbatore,2017,8,28.42
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,13,2.75
Maruti Ritz VDi,Jaipur,2011,14,3.0
Nissan Micra Diesel XV Premium,Pune,2013,12,3.55
Hyundai Verna 1.6 SX,Kolkata,2013,12,4.8
BMW 5 Series 2003-2012 523i,Kolkata,2011,14,13.5
Mercedes-Benz GLS 350d 4MATIC,Pune,2017,8,56.0
Honda CR-V 2.4L 4WD AT,Hyderabad,2004,21,3.99
Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,9,15.5
Hyundai i10 Era,Jaipur,2010,15,2.32
Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,9,18.58
Maruti Ertiga VXI,Jaipur,2014,11,5.5
Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,19,3.2
Honda Amaze VX i-Vtech,Pune,2015,10,4.0
Maruti Zen LXi BSII,Chennai,2004,21,1.6
Maruti SX4 ZXI MT BSIV,Kochi,2013,12,4.15
Honda Brio VX AT,Mumbai,2014,11,4.25
Maruti Wagon R VXI,Ahmedabad,2011,14,2.6
Toyota Camry A/T,Mumbai,2008,17,3.43
Chevrolet Beat LS,Kochi,2012,13,2.55
Toyota Fortuner 4x4 AT,Delhi,2017,8,32.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,11,6.25
Maruti Swift Vdi BSIII,Hyderabad,2010,15,3.6
Mercedes-Benz S Class 2005 2013 S 350 CDI,Pune,2010,15,18.5
Honda Mobilio S i VTEC,Mumbai,2015,10,4.25
Hyundai Grand i10 Sportz,Mumbai,2017,8,4.8
Mahindra XUV500 AT W8 FWD,Bangalore,2015,10,13.0
Skoda Fabia 1.6 MPI Elegance,Pune,2012,13,2.25
Hyundai Santro Xing GLS,Hyderabad,2009,16,2.3
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2019,6,13.56
Mahindra Scorpio 1.99 S8,Delhi,2017,8,12.25
Skoda Rapid 1.6 TDI Ambition,Pune,2013,12,3.76
Renault Duster 110PS Diesel RxZ,Coimbatore,2015,10,8.58
BMW X5 xDrive 30d,Hyderabad,2011,14,27.5
Toyota Etios G,Coimbatore,2013,12,4.95
Maruti Wagon R LXI,Ahmedabad,2012,13,3.3
Hyundai Creta 1.6 SX,Chennai,2016,9,8.0
Maruti Celerio VXI,Jaipur,2014,11,2.79
Land Rover Range Rover HSE Dynamic,Coimbatore,2017,8,45.64
Chevrolet Beat LT,Pune,2014,11,2.55
Tata Nano Twist XT,Ahmedabad,2014,11,1.0
Audi A6 2011-2015 35 TDI Technology,Coimbatore,2017,8,37.56
Mercedes-Benz E-Class 280 CDI,Kochi,2009,16,9.29
Maruti Swift VXI,Kochi,2019,6,6.37
Fiat Linea T Jet,Coimbatore,2013,12,2.98
Maruti Swift VXI Optional,Kochi,2017,8,5.75
Toyota Fortuner 3.0 Diesel,Hyderabad,2010,15,13.0
Maruti Ertiga ZXI,Mumbai,2014,11,6.8
BMW 3 Series 320i Sedan,Coimbatore,2010,15,10.49
Maruti Ertiga VXI,Jaipur,2014,11,5.6
Honda City 1.5 V AT,Mumbai,2010,15,2.85
Hyundai Santa Fe 4X4,Coimbatore,2013,12,8.36
Tata Indigo LS,Jaipur,2005,20,1.0
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Kolkata,2010,15,10.75
Maruti Swift Dzire LDi,Hyderabad,2011,14,3.85
Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2012,13,3.0
Honda City i VTEC CVT VX,Coimbatore,2015,10,9.6
Toyota Fortuner 4x2 Manual,Delhi,2012,13,13.25
Honda Amaze VX O i VTEC,Mumbai,2016,9,5.75
Hyundai i20 Asta 1.4 CRDi,Delhi,2014,11,6.75
Chevrolet Enjoy TCDi LTZ 7 Seater,Bangalore,2013,12,4.85
Mercedes-Benz New C-Class Progressive C 200,Kochi,2019,6,38.99
Maruti SX4 ZXI AT Leather,Mumbai,2009,16,2.85
Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2012,13,9.51
BMW 5 Series 2003-2012 520d,Ahmedabad,2012,13,18.5
Renault Duster 110PS Diesel RxZ,Delhi,2015,10,6.75
BMW X1 sDrive 20d xLine,Coimbatore,2017,8,29.4
Honda City ZX GXi,Kochi,2009,16,3.29
Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,9,9.5
Maruti Swift Dzire VXi,Pune,2010,15,2.2
Mahindra XUV500 W6 2WD,Pune,2012,13,6.5
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2007,18,4.9
Maruti Ertiga ZDI,Pune,2013,12,6.75
Toyota Etios Liva GD,Chennai,2013,12,3.8
Audi TT 2.0 TFSI,Delhi,2013,12,29.5
Skoda Rapid 1.5 TDI Style,Hyderabad,2017,8,10.5
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,10,6.2
Skoda Laura 1.9 TDI AT Elegance,Jaipur,2009,16,5.0
Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007,18,2.3
Toyota Innova Crysta 2.8 GX AT,Ahmedabad,2016,9,17.0
BMW 3 Series 320d Luxury Line,Bangalore,2014,11,25.5
Honda Jazz 1.5 S i DTEC,Jaipur,2015,10,5.65
Honda Amaze VX i-DTEC,Kochi,2015,10,5.6
Jaguar XF 2.2 Litre Luxury,Kochi,2015,10,29.98
Maruti Swift Dzire VDI,Coimbatore,2016,9,7.39
Jeep Compass 2.0 Limited,Jaipur,2018,7,19.0
Toyota Corolla Altis 1.8 Sport,Pune,2010,15,5.0
Honda City 1.5 V MT,Kolkata,2011,14,3.35
Maruti Swift ZXI,Chennai,2013,12,4.45
Hyundai Verna 1.6 SX CRDI (O) AT,Coimbatore,2019,6,8.31
Mahindra Bolero ZLX,Jaipur,2012,13,6.0
Maruti Swift VDI,Chennai,2014,11,5.25
Audi A6 2011-2015 2.0 TDI Premium Plus,Hyderabad,2012,13,12.3
Ford Ikon 1.3 LXi NXt,Chennai,2004,21,1.5
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,7,8.12
Mahindra Bolero VLX CRDe,Coimbatore,2012,13,6.12
Honda City i DTEC VX Option,Coimbatore,2017,8,10.88
Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,11,3.5
Hyundai i20 1.2 Spotz,Kochi,2016,9,6.15
BMW X1 sDrive 20d Sportline,Chennai,2016,9,33.0
BMW X1 sDrive 20d Exclusive,Mumbai,2012,13,13.5
Toyota Fortuner 4x2 AT,Mumbai,2015,10,17.11
Audi Q7 4.2 TDI Quattro Technology,Kochi,2014,11,29.77
Maruti Ertiga VDI,Kolkata,2013,12,5.95
Hyundai i20 1.2 Magna,Bangalore,2015,10,5.75
Mercedes-Benz S Class 2005 2013 S 350 L,Bangalore,2006,19,19.0
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,11,4.75
Mahindra Quanto C2,Hyderabad,2013,12,3.3
Toyota Fortuner 4x2 AT,Delhi,2013,12,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,11,44.0
Maruti Swift Dzire VDi,Hyderabad,2011,14,4.39
Maruti Swift LDI Optional,Kochi,2018,7,6.2
Audi A6 2011-2015 35 TFSI Technology,Kochi,2016,9,24.22
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mumbai,2008,17,5.45
Jaguar XF 2.2 Litre Executive,Delhi,2016,9,44.0
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2019,6,24.82
Skoda Octavia Ambition 2.0 TDI AT,Mumbai,2015,10,11.69
Toyota Corolla Altis VL AT,Bangalore,2018,7,20.0
Maruti Omni 8 Seater BSII,Pune,2010,15,1.45
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2018,7,48.5
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,9,9.45
Mahindra XUV500 W10 2WD,Ahmedabad,2015,10,12.5
Nissan Terrano XL 85 PS,Hyderabad,2014,11,6.9
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,13,5.8
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,9,44.56
Mahindra Scorpio S4 Plus,Bangalore,2015,10,8.5
Hyundai Verna 1.6 CRDi SX,Coimbatore,2017,8,10.7
Audi Q7 3.0 TDI Quattro Premium Plus,Pune,2009,16,12.0
Chevrolet Aveo U-VA 1.2 LT,Coimbatore,2010,15,2.44
Mahindra Bolero ZLX BSIII,Kolkata,2000,25,1.95
Hyundai Xcent 1.2 Kappa S,Mumbai,2014,11,4.35
Toyota Innova Crysta 2.4 GX MT 8S,Hyderabad,2017,8,17.5
Hyundai EON Era Plus,Hyderabad,2015,10,2.9
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,12,2.9
Maruti Vitara Brezza ZDi,Pune,2016,9,8.9
BMW 3 Series 320d Prestige,Mumbai,2013,12,16.75
Hyundai EON Sportz,Coimbatore,2016,9,3.95
Honda City 1.5 S MT,Mumbai,2009,16,2.1
Honda Accord 2.4 MT,Kochi,2011,14,4.29
Mahindra Xylo E8,Hyderabad,2009,16,3.85
BMW 3 Series 320d,Chennai,2009,16,9.0
Honda City V MT,Pune,2013,12,4.5
Mahindra XUV500 W10 2WD,Kochi,2016,9,12.46
Hyundai i20 Asta 1.4 CRDi,Delhi,2014,11,4.65
Toyota Fortuner 4x2 Manual,Hyderabad,2014,11,20.5
Mahindra Bolero DI BSII,Chennai,2006,19,2.9
Maruti Esteem Vxi - BSIII,Chennai,2007,18,1.45
Mini Cooper 5 DOOR D,Mumbai,2016,9,29.5
Audi Q3 35 TDI Quattro Premium,Hyderabad,2015,10,25.0
Hyundai i20 Sportz Option,Delhi,2013,12,3.5
Tata Safari Storme VX Varicor 400,Jaipur,2017,8,11.25
Honda BR-V i-DTEC VX MT,Kochi,2017,8,10.79
Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,12,5.9
Hyundai Xcent 1.2 Kappa S Option,Jaipur,2017,8,5.12
Maruti Ignis 1.2 Alpha,Mumbai,2017,8,5.7
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,9,35.84
Ford Ikon 1.3 CLXi,Hyderabad,2007,18,1.25
Hyundai i10 Sportz,Kolkata,2013,12,2.65
Hyundai Verna 1.6 CRDI,Coimbatore,2016,9,9.19
BMW 3 Series 320d Highline,Bangalore,2014,11,23.5
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Delhi,2011,14,12.5
Chevrolet Beat Option Pack,Kolkata,2010,15,1.5
Mahindra XUV500 W8 2WD,Delhi,2012,13,8.1
Maruti Ciaz ZDi Plus SHVS,Jaipur,2017,8,9.75
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2017,8,37.93
Honda City ZX CVT,Chennai,2005,20,1.96
Toyota Fortuner 4x2 4 Speed AT,Jaipur,2015,10,20.5
Maruti Alto K10 VXI,Bangalore,2011,14,2.75
Jaguar XJ 2.0L Portfolio,Mumbai,2017,8,75.0
Hyundai i20 1.4 Magna ABS,Chennai,2009,16,2.8
Honda BRV i-VTEC V CVT,Mumbai,2017,8,9.25
Toyota Corolla Executive (HE),Chennai,2007,18,3.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,11,23.89
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Mumbai,2014,11,12.75
Hyundai Grand i10 CRDi Sportz,Jaipur,2014,11,4.15
Volkswagen Vento IPL II Petrol Highline AT,Mumbai,2013,12,4.65
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Delhi,2012,13,8.9
Hyundai Verna CRDi SX,Jaipur,2008,17,1.5
Maruti Ritz VDi,Pune,2015,10,3.27
Audi Q7 3.0 TDI Quattro Technology,Pune,2008,17,18.0
Hyundai i20 Asta Option 1.2,Pune,2016,9,6.3
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,8,11.31
Honda City i VTEC S,Pune,2014,11,6.16
Maruti Ciaz ZXi,Pune,2014,11,6.0
Nissan Sunny XV CVT,Kochi,2013,12,5.43
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,13,4.65
Maruti Ertiga ZDI,Hyderabad,2015,10,7.5
Maruti Swift Dzire VDI,Jaipur,2015,10,6.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,18,9.25
Honda Brio S MT,Mumbai,2013,12,3.15
Hyundai i10 Magna Optional 1.1L,Hyderabad,2008,17,2.3
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,13,5.25
Maruti Ciaz VDI SHVS,Kochi,2017,8,7.4
Ford Ikon 1.3 Flair,Pune,2006,19,1.55
Volkswagen Polo 1.2 MPI Highline,Pune,2017,8,6.0
Honda Jazz 1.2 V i VTEC,Chennai,2016,9,5.9
Honda Amaze EX i-Dtech,Bangalore,2013,12,4.7
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,10,6.5
Maruti Ritz VDi,Hyderabad,2012,13,3.55
Honda City V MT,Chennai,2014,11,7.1
Skoda Superb 1.8 TSI MT,Hyderabad,2010,15,6.0
Maruti Vitara Brezza LDi Option,Pune,2017,8,7.99
Hyundai i20 Asta,Bangalore,2009,16,4.1
Maruti Alto K10 VXI AGS,Hyderabad,2017,8,3.95
Hyundai EON Era Plus,Kochi,2016,9,4.38
Hyundai i10 Sportz,Mumbai,2011,14,2.75
Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,9,55.54
Audi A6 2.0 TDI Design Edition,Hyderabad,2014,11,29.0
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,12,6.6
Volkswagen Passat Highline DSG,Kolkata,2012,13,6.99
Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,8,18.75
Ford Figo Diesel ZXI,Jaipur,2010,15,1.28
Chevrolet Aveo 1.4,Pune,2006,19,1.2
Maruti Ritz LXi,Coimbatore,2013,12,4.31
Land Rover Freelander 2 SE,Chennai,2011,14,16.5
Hyundai Grand i10 Asta,Coimbatore,2017,8,5.64
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,8,31.12
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12,25.46
Hyundai Verna 1.6 VTVT,Kochi,2017,8,7.88
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,2017,8,36.0
Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,11,30.0
Maruti Swift Dzire ZXi,Pune,2008,17,2.85
Honda City 1.3 EXI S,Delhi,2011,14,3.5
Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,11,7.5
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,13,19.0
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,10,54.0
Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,10,4.7
Maruti Dzire AMT ZXI Plus,Hyderabad,2017,8,8.5
BMW 3 Series 320d Corporate Edition,Kolkata,2013,12,17.0
Maruti Alto 800 LXI,Kochi,2017,8,3.51
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,12,19.5
Mini Cooper S,Pune,2012,13,17.0
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,10,43.35
Chevrolet Beat Diesel LT,Bangalore,2012,13,2.65
Maruti Wagon R LXI BS IV,Kochi,2015,10,3.52
Nissan Terrano XV Premium 110 PS,Kolkata,2016,9,6.25
BMW 3 Series 320d Luxury Plus,Ahmedabad,2015,10,24.75
Maruti Swift Dzire VXI,Mumbai,2015,10,5.25
Skoda Yeti Elegance 4X2,Jaipur,2016,9,11.0
Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,7,9.1
Hyundai i20 1.2 Magna,Chennai,2010,15,3.25
Maruti S Cross DDiS 200 Sigma Option,Pune,2017,8,8.5
Hyundai Verna Transform VTVT,Pune,2010,15,3.1
BMW 3 Series 320d Luxury Line,Kochi,2015,10,19.86
Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,8,4.9
Honda City i-VTEC V,Delhi,2014,11,5.7
Maruti Swift 1.3 VXi,Chennai,2006,19,1.75
Maruti Swift VDI BSIV,Kolkata,2012,13,2.9
Maruti Baleno Zeta 1.3,Coimbatore,2018,7,7.83
Tata Safari Storme 2012-2015 LX,Kochi,2015,10,8.15
Hyundai Accent GLS,Bangalore,2008,17,2.0
Maruti Swift LDI SP Limited Edition,Hyderabad,2016,9,6.25
Tata Nano XTA,Coimbatore,2016,9,3.19
Maruti Ertiga VDI,Ahmedabad,2017,8,7.75
Maruti Celerio VXI AMT,Delhi,2014,11,3.2
Maruti Swift VDI BSIV,Delhi,2015,10,4.9
Volkswagen Vento Petrol Highline,Kochi,2012,13,3.8
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,16,4.0
Mini Cooper 5 DOOR D,Hyderabad,2014,11,23.5
Tata Indica V2 DLS,Chennai,2008,17,1.15
Land Rover Range Rover 3.0 D,Mumbai,2008,17,26.5
Honda City i-VTEC CVT VX,Bangalore,2015,10,10.65
Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,9,35.68
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,8,31.94
Chevrolet Cruze LTZ,Chennai,2011,14,4.2
Mahindra XUV500 W8 2WD,Ahmedabad,2015,10,9.9
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,11,15.46
Honda Jazz VX,Kochi,2018,7,8.46
Toyota Etios G,Kolkata,2013,12,3.25
Maruti Alto LXi BSIII,Hyderabad,2012,13,2.6
Maruti Swift VXI BSIV,Coimbatore,2016,9,5.2
Maruti A-Star Vxi,Pune,2009,16,1.8
Tata Nano Lx BSIV,Chennai,2011,14,1.6
Ford Figo Titanium Diesel,Kolkata,2015,10,2.5
Fiat Linea Emotion,Jaipur,2011,14,2.5
Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,8,6.7
Maruti Baleno LXI,Hyderabad,2005,20,1.2
BMW 3 Series 320d Luxury Line,Coimbatore,2016,9,35.55
Chevrolet Cruze LTZ,Jaipur,2017,8,7.75
Mahindra Scorpio 2.6 DX,Chennai,2005,20,1.94
Tata Indica V2 eLS,Hyderabad,2016,9,2.2
Chevrolet Cruze LTZ AT,Ahmedabad,2011,14,3.8
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,9,15.65
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,7,39.47
Maruti Ritz VXi,Kolkata,2011,14,1.5
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,12,8.85
Toyota Fortuner 4x4 MT,Bangalore,2013,12,17.9
Hyundai i10 Sportz AT,Coimbatore,2014,11,5.08
Hyundai Verna 1.6 SX,Bangalore,2012,13,6.25
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,10,22.75
Chevrolet Beat LS,Kolkata,2010,15,1.46
Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,18,2.05
Ford Figo Diesel EXI,Coimbatore,2014,11,4.08
Maruti Celerio VXI AT,Hyderabad,2014,11,4.55
Mercedes-Benz A Class A180 CDI,Mumbai,2013,12,14.0
Hyundai Creta 1.6 SX,Ahmedabad,2016,9,10.9
Maruti Wagon R VXI BS IV,Bangalore,2010,15,2.45
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,12,15.8
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,8,8.25
Renault Koleos 2.0 Diesel,Delhi,2013,12,8.5
Mahindra XUV500 W10 2WD,Coimbatore,2016,9,15.54
Maruti Omni E 8 Str STD,Hyderabad,2013,12,2.35
Maruti Wagon R VXI,Coimbatore,2015,10,4.32
Ford Endeavour XLT TDCi 4X2,Jaipur,2008,17,3.9
Hyundai Verna 1.6 SX,Hyderabad,2011,14,5.2
Hyundai i20 Magna 1.2,Mumbai,2018,7,5.85
Maruti Ertiga ZXI,Bangalore,2013,12,6.25
Mahindra XUV500 W9 AT,Coimbatore,2019,6,17.63
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,8,9.75
Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,10,55.0
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,14,4.1
Toyota Fortuner 4x4 MT,Hyderabad,2011,14,11.99
Mahindra XUV500 W10 2WD,Kochi,2017,8,13.54
Mercedes-Benz GLE 250d,Mumbai,2016,9,56.0
Honda Jazz 1.2 VX i VTEC,Chennai,2016,9,6.5
Maruti Swift Dzire VDI,Pune,2013,12,4.75
Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,11,5.6
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,8,29.2
Hyundai i20 1.2 Asta Option,Kolkata,2018,7,6.35
Honda City 1.5 V MT Sunroof,Mumbai,2013,12,4.95
Honda Amaze VX Diesel,Hyderabad,2018,7,8.5
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,12,4.5
Honda Mobilio S i DTEC,Chennai,2015,10,5.5
Maruti Ertiga ZDI,Kochi,2013,12,6.56
Maruti Alto K10 LXI,Pune,2014,11,2.3
Toyota Qualis FS B2,Pune,2004,21,3.5
Hyundai i10 Sportz,Kochi,2016,9,4.55
Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,16,7.75
Hyundai i20 Asta Option 1.2,Mumbai,2015,10,5.25
BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,12,23.29
BMW 3 Series 320d M Sport,Mumbai,2016,9,23.99
Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,15,1.79
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,14,13.9
Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,12,18.95
Maruti Wagon R LXI BS IV,Kolkata,2014,11,2.49
Renault KWID RXT,Jaipur,2016,9,3.15
Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,8,6.45
Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,12,4.25
Maruti Alto 800 LXI,Hyderabad,2014,11,2.75
Hyundai i20 Asta Option 1.2,Kochi,2017,8,7.14
Hyundai i20 1.2 Sportz,Jaipur,2012,13,3.5
Hyundai i20 1.4 Asta,Chennai,2017,8,7.3
Maruti Wagon R LXI Optional,Kolkata,2014,11,2.75
Hyundai i20 1.4 Asta Option,Bangalore,2017,8,8.2
Volkswagen Polo GT TSI,Mumbai,2015,10,6.51
Ford Figo Diesel Titanium,Pune,2015,10,4.25
Maruti Swift ZXI,Coimbatore,2014,11,6.21
Hyundai Grand i10 CRDi Magna,Kochi,2016,9,4.58
Mahindra Xylo H4,Chennai,2016,9,7.5
Hyundai i10 Magna 1.1,Coimbatore,2014,11,4.09
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,11,10.75
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,11,41.5
Maruti Celerio VXI AT,Hyderabad,2014,11,4.4
Volkswagen Vento Diesel Comfortline,Jaipur,2013,12,6.25
BMW 3 Series 320d Highline,Pune,2011,14,10.5
Maruti Ertiga ZDI,Mumbai,2014,11,7.25
Ford Figo Diesel ZXI,Hyderabad,2013,12,3.2
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,11,3.95
Audi A6 3.0 TDI quattro,Coimbatore,2009,16,12.07
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,8,18.6
Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,12,5.7
Hyundai Santro Xing GL Plus,Kolkata,2013,12,1.75
Audi A4 2.0 TDI,Delhi,2011,14,10.99
Audi A4 2.0 TDI,Kolkata,2012,13,14.5
Skoda Laura 1.9 TDI MT Ambiente,Jaipur,2009,16,3.11
Honda CR-V 2.0L 2WD AT,Coimbatore,2015,10,13.96
Hyundai Verna 1.6 SX CRDi (O),Coimbatore,2015,10,7.11
Honda Mobilio RS i DTEC,Chennai,2014,11,6.9
Hyundai i20 1.2 Asta Option,Coimbatore,2018,7,7.77
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,14,5.5
Hyundai i20 Magna 1.2,Hyderabad,2014,11,5.35
Mahindra Bolero VLX BS IV,Chennai,2011,14,4.5
Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,11,4.75
Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,10,32.8
Maruti Zen LXi - BS III,Mumbai,2005,20,0.7
Mercedes-Benz E-Class Facelift,Coimbatore,2018,7,50.29
Toyota Fortuner 3.0 Diesel,Mumbai,2010,15,10.99
Hyundai Grand i10 AT Asta,Coimbatore,2015,10,5.57
Hyundai Xcent 1.2 CRDi S,Jaipur,2018,7,5.9
Hyundai Creta 1.6 VTVT S,Coimbatore,2016,9,9.43
Hyundai i10 Sportz,Bangalore,2010,15,2.9
Honda Brio S MT,Delhi,2016,9,3.68
Toyota Fortuner 4x2 AT,Coimbatore,2015,10,21.67
